title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Genese,2018,8287690.0,8785,0,6.8,1419.0,129,Drama,,
Deep Murder,2018,6975598.0,8788,3,4.1,881.0,85,Comedy,Horror,
I Like Me,2018,7134690.0,8792,3,3.7,286.0,83,Comedy,,
Swiped,2018,4867110.0,8797,2,2.8,12808.0,93,Comedy,Romance,
Float Like A Butterfly,2018,7636672.0,8802,3,5.9,371.0,104,Drama,History,Sport
Black 47,2018,3208026.0,8803,1,6.8,13226.0,100,Action,Drama,History
Support the Girls,2018,6859352.0,8809,3,6.4,8335.0,93,Comedy,Drama,
Sgt. Stubby: An American Hero,2018,5314190.0,8822,0,6.9,2568.0,84,Adventure,Animation,Family
Boy Erased,2018,7008872.0,8832,1,6.9,42232.0,115,Biography,Drama,
McQueen,2018,6510332.0,8833,0,7.7,8458.0,111,Biography,Documentary,
Bad Times at the El Royale,2018,6628394.0,8839,2,7.1,165189.0,141,Crime,Drama,Mystery
Second Act,2018,2126357.0,8851,1,5.8,30365.0,103,Comedy,Drama,Romance
fifty shade freed,2018,4477536.0,8858,1,4.5,74476.0,105,Drama,Mystery,Romance
Lords of Chaos,2018,4669296.0,8878,0,6.6,19506.0,118,Biography,Drama,Horror
Welcome to Marwen,2018,3289724.0,8885,2,6.2,26042.0,116,Biography,Comedy,Drama
NIght School,2018,6781982.0,8890,3,5.6,44556.0,111,Comedy,,
"Chaperone, The",2018,2690226.0,8921,3,6.6,1911.0,108,Drama,,
In Fabric,2018,7464188.0,8931,3,6.2,14015.0,118,Comedy,Drama,Fantasy
Les invisibles,2018,8633950.0,8938,3,6.6,1617.0,102,Comedy,Drama,
Simmba,2018,7212726.0,8961,1,5.5,22072.0,158,Action,Crime,Drama
"Happytime Murders, The",2018,1308728.0,8977,3,5.5,30423.0,91,Action,Comedy,Crime
Meio Irmao,2018,6678876.0,9011,3,5.8,136.0,98,Drama,,
Egg,2018,7317324.0,9012,3,5.1,943.0,90,Comedy,,
La camarista,2018,8331988.0,9019,3,7.0,2096.0,102,Drama,,
"Public, The",2018,3294746.0,9032,3,6.6,4535.0,119,Drama,,
Saints Rest,2018,5936578.0,9066,3,5.2,142.0,85,Drama,Music,Musical
Tyler Perry&#39;s Acrimony,2018,6063050.0,9074,1,5.9,10048.0,120,Drama,Horror,Romance
Braven,2018,5001754.0,9111,3,5.9,42196.0,94,Action,Thriller,
We Have Always Lived in the Castle,2018,5952138.0,9116,3,5.6,9613.0,95,Drama,Horror,Mystery
Snapshots,2018,5322168.0,9117,3,7.0,2463.0,95,Drama,,
Ted - For karlekens skull,2018,6204018.0,9125,0,7.0,4024.0,120,Biography,Drama,Music
Tau,2018,4357394.0,9127,3,5.8,34816.0,97,Horror,Sci-Fi,Thriller
Hjartat,2018,6164698.0,9129,3,5.6,421.0,100,Drama,,
Innan vintern kommer,2018,7791048.0,9131,0,4.3,152.0,75,Drama,,
"Cake General, The",2018,6889032.0,9132,3,6.7,4957.0,101,Comedy,Drama,
Amatorer,2018,7893992.0,9133,3,6.0,730.0,102,Comedy,Drama,
Toppen av ingenting,2018,6258766.0,9134,0,5.2,344.0,88,Drama,,
La tribu,2018,6708044.0,9137,3,5.8,3046.0,90,Comedy,Music,
Ophelia,2018,5690810.0,9140,3,6.5,13090.0,106,Drama,Romance,Thriller
"Grinch, The",2018,2709692.0,9150,3,6.4,91384.0,85,Animation,Comedy,Drama
I am Not an Easy Man / Je ne suis pas un homme facile,2018,6857988.0,9153,3,6.3,15784.0,98,Comedy,Fantasy,Romance
Rampant,2018,6927152.0,9163,1,6.3,4841.0,121,Action,Drama,History
Climax,2018,8359848.0,9167,3,6.9,79795.0,97,Drama,Horror,Music
Red Joan,2018,7615302.0,9187,3,6.4,14467.0,101,Biography,Drama,History
"Transcendents, The",2018,5980638.0,9235,3,5.0,3073.0,96,Music,Mystery,Thriller
Banana Split,2018,7755856.0,9245,3,6.2,3883.0,88,Comedy,,
Diamantino,2018,6522668.0,9260,3,6.3,3190.0,96,Comedy,Drama,Fantasy
Capernaum,2018,8267604.0,9287,3,8.4,106094.0,126,Drama,,
Gekijo-ban Non Non Biyori: Vacation,2018,7785128.0,9303,3,7.5,404.0,71,Adventure,Animation,Comedy
Possum,2018,6081670.0,9307,0,5.8,9042.0,85,Drama,Horror,Mystery
"House That Jack Built, The",2018,4003440.0,9308,1,6.8,92580.0,152,Crime,Drama,Horror
"Princess Switch, The",2018,8954732.0,9357,3,6.1,31443.0,101,Comedy,Drama,Family
Level 16,2018,4006302.0,9412,3,6.1,16352.0,102,Drama,Mystery,Thriller
"Last Sharknado: It&#39;s About Time, The",2018,8031422.0,9420,3,3.5,5142.0,86,Action,Adventure,Comedy
Furlough,2018,5291792.0,9445,3,5.5,2070.0,83,Comedy,Drama,
Tell It to the Bees,2018,7241926.0,9447,3,6.4,6844.0,108,Drama,Romance,
In Safe Hands,2018,7543930.0,9450,1,7.2,2619.0,110,Drama,,
Delirium,2018,2069797.0,9478,1,5.7,8520.0,96,Horror,Thriller,
Ask for Jane,2018,6466058.0,9503,3,5.8,254.0,108,Drama,History,
Upgrade,2018,6499752.0,9520,2,7.5,208507.0,100,Action,Sci-Fi,Thriller
Master Z: The Ip Man Legacy,2018,7262882.0,9568,3,6.5,9848.0,107,Action,Biography,Crime
Anon,2018,5397194.0,9630,0,6.1,48856.0,100,Crime,Mystery,Sci-Fi
"Breaker Upperers, The",2018,6728096.0,9798,3,5.9,6910.0,90,Comedy,,
"Fortnite: Battle, Build, Survive!",2018,11791228.0,9858,3,4.7,50.0,56,Documentary,,
K.G.F: Chapter 1,2018,7838252.0,9961,1,8.2,98781.0,154,Action,Crime,Drama
Bearkittens,2018,7225144.0,9968,3,5.7,82.0,71,Comedy,Crime,
Undertow,2018,6342316.0,9969,3,5.1,350.0,96,Drama,Thriller,
"Boat, The",2018,7468616.0,9976,0,5.7,4921.0,88,Mystery,Thriller,
What Keeps You Alive,2018,7073710.0,10032,3,5.7,9651.0,98,Horror,Thriller,
Bethany Hamilton: Unstoppable,2018,6435258.0,10049,1,7.4,816.0,100,Documentary,Sport,
Zoe,2018,6010628.0,10089,3,6.1,10323.0,104,Drama,Romance,Sci-Fi
Mirage,2018,6908274.0,10125,3,7.4,64585.0,128,Drama,Fantasy,Mystery
Daphne &amp; Velma,2018,7689052.0,10134,3,4.2,2389.0,72,Action,Comedy,Crime
"Strangers: Prey At Night, The",2018,1285009.0,10146,3,5.3,35252.0,85,Horror,,
Ast&eacute;rix: Le secret de la potion magique (Asterix: The Secret of the Magic Potion),2018,8001346.0,10189,2,6.7,11415.0,87,Adventure,Animation,Comedy
Wild Nights with Emily,2018,5176580.0,10217,3,6.2,1443.0,84,Comedy,History,
Sherlock Gnomes,2018,2296777.0,10250,3,5.2,14110.0,86,Adventure,Animation,Comedy
Next Gen,2018,7133686.0,10252,3,6.6,19608.0,106,Action,Adventure,Animation
I Want to Eat Your Pancreas,2018,7236034.0,10258,3,8.0,24592.0,109,Animation,Drama,Family
Lizzie,2018,5160938.0,10270,1,5.9,9415.0,105,Biography,Crime,Drama
Life Itself,2018,5989218.0,10363,3,6.9,24790.0,117,Drama,Romance,
Operation Finale,2018,5208252.0,10392,1,6.6,49091.0,122,Biography,Drama,History
Where Hands Touch,2018,1235187.0,10419,3,6.6,5680.0,122,Drama,Romance,War
Charlie Says,2018,1759744.0,10491,3,5.9,5421.0,110,Biography,Crime,Drama
"Tower, The",2018,5847768.0,10639,3,7.1,616.0,74,Animation,Drama,
Fast Color,2018,6418778.0,10650,3,6.1,7041.0,100,Drama,Sci-Fi,Thriller
Beautiful Boy,2018,1226837.0,10669,1,7.4,100663.0,120,Biography,Drama,
Hanalei Bay,2018,8332772.0,10693,0,6.0,132.0,97,Drama,,
Hotel Artemis,2018,5834262.0,10735,3,6.1,58618.0,94,Action,Crime,Drama
Overlord,2018,4530422.0,10771,0,6.6,106832.0,110,Action,Horror,Sci-Fi
Bad Samaritan,2018,3203528.0,10772,1,6.4,26171.0,110,Crime,Horror,Thriller
Batman Ninja,2018,7451284.0,10773,1,5.6,21981.0,85,Action,Animation,Sci-Fi
Batman: Gotham By Gaslight,2018,7167630.0,10774,1,6.7,19047.0,78,Action,Adventure,Animation
Freaks,2018,8781414.0,10811,3,6.7,40707.0,105,Drama,Mystery,Sci-Fi
Agatha and the Truth of Murder,2018,9381998.0,10812,3,6.3,5559.0,92,Crime,Drama,Mystery
How to be really bad,2018,5571754.0,10828,3,6.3,1600.0,100,Comedy,Family,Fantasy
Hotel Mumbai,2018,5461944.0,10894,2,7.6,71398.0,123,Action,Drama,History
High Life,2018,4827558.0,10899,3,5.8,41223.0,113,Mystery,Sci-Fi,Thriller
Peter Rabbit,2018,5117670.0,11014,3,6.6,48268.0,95,Adventure,Animation,Comedy
Koode,2018,7523010.0,11227,1,7.6,2807.0,155,Drama,Fantasy,
Queen,2018,6774420.0,11228,3,6.9,1536.0,157,Comedy,Crime,Mystery
Black Mirror: Bandersnatch,2018,9495224.0,11242,1,7.1,136517.0,90,Drama,Fantasy,Mystery
Journeyman,2018,5314118.0,11272,1,7.0,4828.0,92,Drama,Sport,
Clara,2018,6613878.0,11301,1,6.7,5833.0,105,Drama,Sci-Fi,
"Hurricane Heist, The",2018,5360952.0,11305,1,5.1,22364.0,103,Action,Adventure,Crime
How to Train Your Dragon: The Hidden World,2019,2386490.0,8607,2,7.4,151287.0,104,Action,Adventure,Animation
We Are Little Zombies,2019,9358120.0,8609,2,6.8,948.0,120,Comedy,Drama,Music
"Kid Who Would Be King, The",2019,6811018.0,8615,1,6.1,18780.0,120,Action,Adventure,Family
Polar,2019,4139588.0,8616,2,6.3,99342.0,118,Action,Thriller,
Close,2019,5316540.0,8617,3,5.7,27258.0,94,Action,Drama,Thriller
Serenity,2019,6476140.0,8620,1,5.4,45578.0,106,Drama,Mystery,Thriller
Soni,2019,6078866.0,8623,3,7.1,3015.0,97,Crime,Drama,
Cold Pursuit,2019,5719748.0,8639,1,6.2,78268.0,119,Action,Comedy,Crime
"Wandering Earth (Liu Lang Di Qiu), The",2019,7605074.0,8640,3,5.9,36447.0,125,Action,Adventure,Sci-Fi
Alita: Battle Angel,2019,437086.0,8642,3,7.3,294771.0,122,Action,Adventure,Sci-Fi
"Lego Movie 2: The Second Part, The",2019,3513498.0,8645,3,6.5,76978.0,107,Action,Adventure,Animation
American Woman,2019,9109492.0,8647,3,5.1,372.0,85,Drama,,
Le chant du loup,2019,7458762.0,8655,0,6.9,21207.0,115,Action,Thriller,
Isn&#39;t It Romantic,2019,2452244.0,8659,3,5.9,73941.0,89,Comedy,Fantasy,Musical
Captain Marvel,2019,4154664.0,8668,3,6.8,612626.0,123,Action,Adventure,Sci-Fi
Fighting with My Family,2019,6513120.0,8679,3,7.1,87768.0,108,Biography,Comedy,Drama
Us,2019,6857112.0,8681,3,6.8,342751.0,116,Horror,Mystery,Thriller
Happy Death Day 2U,2019,8155288.0,8684,3,6.2,85712.0,100,Comedy,Horror,Mystery
Triple Frontier,2019,1488606.0,8687,1,6.5,146622.0,125,Action,Thriller,
Shazam!,2019,448115.0,8693,3,7.0,386012.0,132,Action,Adventure,Comedy
Gully Boy,2019,2395469.0,8699,1,7.9,43888.0,154,Drama,Music,Romance
My Little Pony: Equestria Girls: Spring Breakdown,2019,8734872.0,8709,3,6.6,415.0,44,Adventure,Animation,Comedy
Someone Great,2019,8075260.0,8717,3,6.2,25348.0,92,Comedy,Romance,
Avengers: Endgame,2019,4154796.0,8720,3,8.4,1271481.0,181,Action,Adventure,Drama
"Curse of La Llorona, The",2019,4913966.0,8722,3,5.3,57899.0,93,Horror,Mystery,Thriller
Guava Island,2019,8858104.0,8725,2,6.6,11820.0,55,Comedy,Drama,Music
"Silence, The",2019,7315484.0,8727,3,5.3,50994.0,90,Drama,Horror,Sci-Fi
Miss Bala,2019,5941692.0,8728,3,5.8,12862.0,104,Action,Crime,Drama
Pokemon Detective Pikachu,2019,5884052.0,8740,3,6.5,183200.0,104,Action,Adventure,Comedy
"Hustle, The",2019,1298644.0,8741,3,5.4,65917.0,93,Comedy,Crime,
Unplanned,2019,9024106.0,8742,3,5.5,14718.0,109,Biography,Drama,
Wine Country,2019,8169446.0,8744,3,5.5,23026.0,103,Adventure,Comedy,Drama
Booksmart,2019,1489887.0,8747,3,7.1,131559.0,102,Comedy,,
Rim of the World,2019,8179388.0,8749,0,5.2,25389.0,98,Action,Adventure,Comedy
Aladdin,2019,6139732.0,8750,3,6.9,291030.0,128,Adventure,Comedy,Family
Nancy Drew and the Hidden Staircase,2019,8323104.0,8753,3,5.7,5444.0,89,Comedy,Crime,Drama
John Wick: Chapter 3 - Parabellum,2019,6146586.0,8755,1,7.4,427694.0,130,Action,Crime,Thriller
Ma,2019,7958736.0,8758,3,5.6,59815.0,99,Horror,Mystery,Thriller
Always Be My Maybe,2019,7374948.0,8760,3,6.7,62850.0,101,Comedy,Romance,
Dark Phoenix,2019,6565702.0,8761,3,5.7,205946.0,113,Action,Adventure,Sci-Fi
"Perfect Date, The",2019,8201170.0,8763,2,5.8,43250.0,89,Comedy,Romance,
Late Night,2019,6107548.0,8764,3,6.5,40906.0,102,Comedy,Drama,
Brightburn,2019,7752126.0,8765,2,6.1,108212.0,90,Drama,Horror,Mystery
Godzilla: King of the Monsters,2019,3741700.0,8766,3,6.0,208679.0,132,Action,Adventure,Fantasy
I Am Mother,2019,6292852.0,8767,3,6.7,99649.0,113,Drama,Mystery,Sci-Fi
Gisaengchung,2019,6751668.0,8768,3,8.5,965565.0,132,Drama,Thriller,
Toy Story 4,2019,1979376.0,8772,3,7.7,281484.0,100,Adventure,Animation,Comedy
Annabelle Comes Home,2019,8350360.0,8775,3,5.9,87497.0,106,Horror,Mystery,Thriller
Effigy &#150;&nbsp;Poison and the City,2019,9075008.0,8777,3,6.6,2186.0,85,Crime,History,
Article 15,2019,10324144.0,8778,1,8.1,36893.0,130,Crime,Drama,Mystery
Spider-Man: Far from Home,2019,6320628.0,8781,1,7.4,559596.0,129,Action,Adventure,Comedy
Midsommar,2019,8772262.0,8784,3,7.1,406281.0,148,Drama,Horror,Mystery
Anna,2019,7456310.0,8786,3,6.6,95919.0,118,Action,Thriller,
"Lion King, The",2019,6105098.0,8790,3,6.8,267825.0,118,Adventure,Animation,Drama
Crawl,2019,8364368.0,8791,3,6.1,94367.0,87,Action,Adventure,Horror
Zoombies 2,2019,9670282.0,8796,3,3.5,648.0,84,Action,Adventure,Comedy
Once Upon a Time ... In Hollywood,2019,7131622.0,8804,3,7.6,852608.0,161,Comedy,Drama,
Sword of Trust,2019,8484012.0,8805,3,6.3,4114.0,88,Comedy,Drama,
"Farewell, The",2019,8637428.0,8807,3,7.5,71378.0,100,Comedy,Drama,
Fast &amp; Furious Presents: Hobbs &amp; Shaw,2019,6806448.0,8808,2,6.5,236874.0,137,Action,Adventure,Thriller
Animals,2019,4426738.0,8810,3,6.0,2299.0,109,Comedy,Drama,
Five Feet Apart,2019,6472976.0,8813,3,7.2,83117.0,116,Drama,Romance,
Kim Possible,2019,7979492.0,8814,3,3.7,3666.0,86,Action,Adventure,Comedy
"Art of Racing in the Rain, The",2019,1478839.0,8815,2,7.6,38391.0,109,Comedy,Drama,Romance
Descendants 3,2019,8022928.0,8816,3,6.4,10809.0,106,Adventure,Family,Musical
Pet Sematary,2019,837563.0,8824,3,5.7,98796.0,100,Horror,Mystery,Thriller
Tolkien,2019,3361792.0,8825,2,6.8,46815.0,112,Biography,Drama,Romance
See You Yesterday,2019,8743064.0,8834,3,5.3,11648.0,84,Action,Adventure,Crime
Turma da Monica: Lacos,2019,8169552.0,8835,2,7.1,2431.0,97,Adventure,Family,
"Where&#39;d You Go, Bernadette",2019,2365580.0,8836,3,6.5,25150.0,109,Comedy,Crime,Drama
Terminator: Dark Fate,2019,6450804.0,8838,3,6.2,193858.0,128,Action,Adventure,Sci-Fi
Brittany Runs A Marathon,2019,7671064.0,8840,3,6.8,22332.0,104,Comedy,Drama,
Dora and the Lost City of Gold,2019,7547410.0,8841,3,6.1,34895.0,102,Action,Adventure,Comedy
Jawline,2019,8499102.0,8845,0,6.1,573.0,99,Documentary,,
Steven Universe: The Movie,2019,10515852.0,8850,3,7.7,9245.0,82,Action,Adventure,Animation
Pentagram,2019,7711764.0,8852,1,2.6,663.0,80,Horror,,
Tall Girl,2019,9252508.0,8853,3,5.2,26877.0,101,Comedy,Drama,Family
Ad Astra,2019,2935510.0,8855,1,6.5,261192.0,123,Adventure,Drama,Mystery
Bacurau,2019,2762506.0,8857,3,7.3,30785.0,131,Action,Adventure,Drama
Ready or Not,2019,7798634.0,8861,3,6.9,184151.0,95,Action,Comedy,Horror
Lucy in the Sky,2019,4682804.0,8862,3,4.9,8721.0,124,Drama,Romance,Thriller
Joker,2019,7286456.0,8863,3,8.4,1497456.0,122,Crime,Drama,Thriller
Downton Abbey,2019,6398184.0,8866,3,7.4,63595.0,122,Drama,Romance,
Scary Stories to Tell in the Dark,2019,3387520.0,8867,3,6.2,85522.0,108,Adventure,Horror,Mystery
Gemini Man,2019,1025100.0,8868,1,5.7,122516.0,117,Action,Sci-Fi,Thriller
Ford v Ferrari,2019,1950186.0,8869,0,8.1,478998.0,152,Action,Biography,Drama
Hustlers,2019,5503686.0,8870,3,6.3,107873.0,110,Comedy,Crime,Drama
Maleficent: Mistress of Evil,2019,4777008.0,8876,3,6.6,119310.0,119,Adventure,Family,Fantasy
"Laundromat, The",2019,5865326.0,8877,3,6.3,55028.0,96,Comedy,Crime,Drama
"King, The",2019,7984766.0,8881,1,7.3,153793.0,140,Biography,Drama,History
Portrait of a Lady on Fire,2019,8613070.0,8882,3,8.1,110221.0,122,Drama,Romance,
What Men Want,2019,7634968.0,8884,1,5.4,31896.0,117,Comedy,Fantasy,Romance
After,2019,4126476.0,8886,3,5.3,66236.0,105,Drama,Romance,
Abominable,2019,6324278.0,8889,3,7.0,42529.0,97,Adventure,Animation,Comedy
Harriet,2019,4648786.0,8892,3,6.7,30831.0,125,Action,Biography,Drama
Marriage Story,2019,7653254.0,8893,2,7.9,347430.0,137,Drama,Romance,
"Lighthouse, The",2019,7984734.0,8894,0,7.4,256646.0,109,Drama,Fantasy,Horror
It Chapter 2,2019,7349950.0,8895,3,6.5,303374.0,169,Drama,Fantasy,Horror
Last Christmas,2019,8623904.0,8899,3,6.5,90654.0,103,Comedy,Drama,Fantasy
Luce,2019,7616148.0,8900,3,6.6,15149.0,109,Drama,Mystery,Thriller
Klaus,2019,4729430.0,8901,1,8.2,190553.0,96,Adventure,Animation,Comedy
"Knight Before Christmas, The",2019,10060094.0,8902,3,5.6,20402.0,92,Adventure,Comedy,Drama
Jojo Rabbit,2019,2584384.0,8903,3,7.9,443071.0,108,Comedy,Drama,War
Midway,2019,6924650.0,8904,1,6.7,94784.0,138,Action,Drama,History
Charlie&#39;s Angels,2019,5033998.0,8905,3,5.0,79961.0,118,Action,Adventure,Comedy
Knives Out,2019,8946378.0,8907,3,7.9,776741.0,130,Comedy,Crime,Drama
Motherless Brooklyn,2019,385887.0,8910,3,6.8,62942.0,144,Crime,Drama,Mystery
A Beautiful Day in the Neighborhood,2019,3224458.0,8911,2,7.2,89088.0,109,Biography,Drama,
Clementine,2019,7311036.0,8912,3,5.1,987.0,90,Drama,,
Queen &amp; Slim,2019,8722346.0,8913,2,7.1,34677.0,132,Crime,Drama,Romance
Doctor Sleep,2019,5606664.0,8914,3,7.3,219328.0,152,Drama,Fantasy,Horror
"Irishman, The",2019,1302006.0,8915,1,7.8,432567.0,209,Biography,Crime,Drama
Frozen 2,2019,4520988.0,8916,3,6.8,195459.0,103,Adventure,Animation,Comedy
Les Miserables,2019,10199590.0,8918,0,7.6,28403.0,104,Crime,Drama,Thriller
Zombieland: Double Tap,2019,1560220.0,8927,3,6.7,203770.0,99,Action,Comedy,Horror
Tekst,2019,10767426.0,8932,1,6.6,3515.0,132,Drama,Thriller,
Satanic Panic,2019,8510350.0,8934,3,5.6,6881.0,85,Comedy,Horror,
Star Wars: Episode IX - The Rise of Skywalker,2019,2527338.0,8936,3,6.4,495304.0,141,Action,Adventure,Fantasy
Yesterday,2019,8079248.0,8937,1,6.8,168312.0,116,Comedy,Fantasy,Music
Her Smell,2019,7942742.0,8940,3,6.0,8217.0,136,Drama,Music,
Cats,2019,5697572.0,8941,3,2.8,56043.0,110,Comedy,Drama,Family
Rambo: Last Blood,2019,1206885.0,8942,2,6.1,109978.0,89,Action,Crime,Thriller
A Dog&#39;s Journey,2019,8385474.0,8946,3,7.4,28827.0,109,Adventure,Comedy,Drama
Monos,2019,6062774.0,8948,3,6.8,18971.0,102,Adventure,Drama,Thriller
Little Women,2019,3281548.0,8949,3,7.8,247706.0,135,Drama,Romance,
"Aeronauts, The",2019,6141246.0,8950,3,6.6,37532.0,100,Action,Adventure,Drama
Uncut Gems,2019,5727208.0,8951,2,7.4,319544.0,135,Crime,Drama,Thriller
"Goldfinch, The",2019,3864056.0,8953,1,6.4,27121.0,149,Crime,Drama,Mystery
"Two Popes, The",2019,8404614.0,8956,1,7.6,133273.0,125,Biography,Comedy,Drama
1917,2019,8579674.0,8962,0,8.2,679073.0,119,Action,Drama,History
Little Joe,2019,9204204.0,8967,3,5.8,9397.0,105,Drama,Horror,Mystery
Anya,2019,7488288.0,8968,3,4.1,165.0,80,Drama,Sci-Fi,
For Sama,2019,9617456.0,8969,3,8.5,12858.0,100,Biography,Documentary,War
Troop Zero,2019,2404465.0,8970,3,6.9,12194.0,94,Comedy,Drama,Family
Cosmos,2019,4477292.0,8972,0,6.0,6750.0,128,Adventure,Mystery,Sci-Fi
Jeanne,2019,8669356.0,8974,3,5.8,786.0,137,Drama,History,War
"Shiny Shrimps, The",2019,6918220.0,8975,0,6.5,2994.0,103,Comedy,Drama,Sport
Une fille facile,2019,9632590.0,8976,3,5.6,6256.0,92,Comedy,Drama,
In the Tall Grass,2019,4687108.0,8978,1,5.5,65010.0,101,Horror,Mystery,Sci-Fi
Just Mercy,2019,4916630.0,8979,2,7.6,76001.0,137,Biography,Crime,Drama
Sorry We Missed You,2019,8359816.0,8980,3,7.6,25945.0,101,Drama,,
"Gentlemen, The",2019,8367814.0,8982,3,7.8,404736.0,113,Action,Crime,
El Camino: A Breaking Bad Movie,2019,9243946.0,8984,1,7.3,293347.0,122,Action,Crime,Drama
Weathering with You,2019,9426210.0,8988,3,7.5,56149.0,112,Animation,Drama,Fantasy
Jumanji: The Next Level,2019,7975244.0,8993,1,6.7,284920.0,123,Action,Adventure,Comedy
O Filme do Bruno Aleixo,2019,10244726.0,8995,0,6.7,1274.0,91,Comedy,,
Paddleton,2019,8041276.0,9015,0,7.2,15445.0,89,Comedy,Drama,
Seberg,2019,1780967.0,9018,3,6.0,10373.0,102,Biography,Drama,Thriller
Straight Up,2019,8855960.0,9023,3,6.9,3329.0,95,Comedy,Romance,
Can You Keep A Secret?,2019,8707922.0,9027,3,5.4,20887.0,94,Comedy,Romance,
i lost my body,2019,9806192.0,9035,0,7.5,36703.0,81,Animation,Drama,Fantasy
"Platform, The",2019,8228288.0,9047,1,7.0,274311.0,94,Horror,Sci-Fi,Thriller
Iron Sky: The Coming Race,2019,3038708.0,9067,3,5.0,11801.0,93,Action,Adventure,Comedy
"Specials, The",2019,8655470.0,9068,1,7.4,11269.0,114,Comedy,Drama,
Color Out of Space,2019,5073642.0,9069,2,6.2,56572.0,111,Horror,Mystery,Sci-Fi
Otherhood,2019,4180560.0,9080,3,6.1,12586.0,100,Comedy,,
Secret Obsession,2019,9419834.0,9086,1,4.5,24167.0,97,Crime,Drama,Mystery
HELEN,2019,10308528.0,9089,1,8.2,34.0,99,Adventure,Drama,
Spies in Disguise,2019,5814534.0,9090,3,6.8,56763.0,102,Action,Adventure,Animation
Saand Ki Aankh,2019,8108206.0,9097,3,7.6,6037.0,146,Biography,Drama,
Missing Link,2019,6348138.0,9099,1,6.7,28862.0,93,Adventure,Animation,Comedy
Murder Mystery,2019,1618434.0,9103,1,6.0,169561.0,97,Action,Comedy,Crime
Bit,2019,8425034.0,9109,3,4.9,1421.0,90,Comedy,Horror,
Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,2019,8659948.0,9112,3,6.7,261.0,100,Animation,Comedy,Music
Bombshells and Dollies,2019,6065988.0,9115,3,7.7,73.0,90,Biography,Documentary,History
"Dead Don&#39;t Die, The",2019,8695030.0,9122,3,5.5,86369.0,104,Comedy,Fantasy,Horror
"Report, The",2019,8236336.0,9143,0,7.2,51146.0,119,Biography,Crime,Drama
Rocketman,2019,2066051.0,9146,3,7.3,195591.0,121,Biography,Drama,Music
Under The Silver Lake,2019,5691670.0,9149,0,6.5,51770.0,139,Crime,Drama,Mystery
"Vast of Night, The",2019,6803046.0,9159,3,6.7,45135.0,91,Drama,Mystery,Sci-Fi
Long Shot,2019,2139881.0,9168,3,6.8,122113.0,125,Comedy,Romance,
7500,2019,6436726.0,9175,1,6.3,33104.0,93,Action,Drama,Thriller
Pause,2019,6590856.0,9186,2,6.6,761.0,96,Drama,,
Guns Akimbo,2019,6902676.0,9189,3,6.3,70221.0,98,Action,Comedy,Crime
"Last Full Measure, The",2019,783640.0,9198,1,6.8,14145.0,116,Drama,War,
Bad Education,2019,8206668.0,9204,3,7.1,43611.0,108,Biography,Comedy,Crime
Vivarium,2019,8368406.0,9212,3,5.9,74492.0,97,Horror,Mystery,Sci-Fi
Before You Know It,2019,8856090.0,9214,3,5.3,810.0,98,Comedy,Drama,
"Ground Beneath My Feet, The",2019,7902124.0,9218,3,6.5,1401.0,108,Drama,,
"Beach Bum, The",2019,6511932.0,9219,1,5.5,24933.0,95,Comedy,Drama,
"Body Remembers When The World Broke Open, The",2019,8230872.0,9232,3,6.9,867.0,105,Drama,,
Saint Frances,2019,9016016.0,9244,3,7.1,5331.0,101,Comedy,Drama,
Frankie,2019,8019694.0,9249,3,5.4,1999.0,100,Drama,Romance,
La Peor de Mis Bodas 2,2019,8932338.0,9250,3,4.4,26.0,105,Comedy,,
Top End Wedding,2019,7555072.0,9258,3,6.3,2348.0,113,Comedy,Romance,
Ip Man 4: The Finale,2019,2076298.0,9264,3,7.0,36877.0,107,Action,Biography,Drama
Babyteeth,2019,8399664.0,9273,3,7.2,19117.0,118,Comedy,Drama,Music
Mercy Black,2019,8758086.0,9278,3,4.9,4067.0,88,Horror,Mystery,Thriller
"Addams Family, The",2019,1620981.0,9279,3,5.8,45015.0,86,Animation,Comedy,Family
"A Dark, Dark Man",2019,10867768.0,9302,1,6.8,466.0,130,Crime,Drama,
K-12,2019,10521814.0,9306,3,6.5,3819.0,96,Fantasy,Horror,Musical
Come to Daddy,2019,8816194.0,9309,1,6.0,20492.0,96,Comedy,Mystery,Thriller
"Legend of Hei (Luo Xiao Hei zhan ji), The",2019,10734928.0,9316,0,7.3,2330.0,101,Action,Adventure,Animation
"Yes, God, Yes",2019,8949056.0,9325,3,6.1,17952.0,78,Comedy,Drama,
"Kitchen, The",2019,5822564.0,9337,3,5.6,23021.0,102,Action,Crime,Drama
Wonder Park,2019,6428676.0,9344,3,5.9,12760.0,85,Adventure,Animation,Comedy
A.M.I.,2019,8712750.0,9348,3,3.9,1978.0,77,Horror,Thriller,
A New Christmas,2019,9201720.0,9361,1,5.3,364.0,79,Drama,,
Furie,2019,9412268.0,9371,3,6.3,5660.0,98,Action,Drama,Thriller
Richard Jewell,2019,3513548.0,9399,3,7.5,98157.0,131,Biography,Crime,Drama
My Hero Academia: Heroes Rising,2019,11107074.0,9409,3,7.8,9882.0,104,Action,Adventure,Animation
Maria,2019,7594584.0,9414,3,5.0,2466.0,90,Action,Crime,Drama
